Country,City,AccentCity,Region,Population,Latitude,Longitude
ca,advocate harbour,Advocate Harbour,07,,45.333333,-64.783333
ca,aishihik,Aishihik,12,,61.566667,-137.5
ca,aklavika,Aklavika,13,,68.216667,-135
ca,akviligjuaq,Akviligjuaq,14,,68.533333,-89.816667
ca,alberton,Alberton,09,1147,46.8,-64.066667
ca,aldouane,Aldouane,04,,46.616667,-65.05
ca,alexander,Alexander,03,,49.816667,-100.3
cc,bantam village,Bantam Village,00,,-12.1166667,96.8833333
cd,aamba,Aamba,02,,.766667,20.716667
cd,aba,Aba,09,,3.866667,30.233333
cd,ababi,Ababi,00,,2.9,23.133333
cd,abasani,Abasani,11,,-1.133333,27.15
cd,abaye,Abaye,07,,-1.3,28.933333
cd,abimba,Abimba,10,,-4.35,27.183333
cd,agrimafe,Agrimafe,01,,-2.866667,16.85
cd,akaya,Akaya,03,,-4.683333,23.6
cd,albertstad,Albertstad,05,,-5.933333,29.2
cd,alebert,Alebert,12,,-4.577222,28.784722
cd,ango ango,Ango Ango,08,,-5.85,13.433333
cd,asekadeo,Asekadeo,04,,-4.716667,24.666667
cd,bali,Bali,06,,-2.833333,16.2
cf,aba,Aba,09,,5.3333333,15.1833333
cf,abakongo,Abakongo,11,,6.2333333,20.7666667
cf,abakoumbou i,Abakoumbou I,03,,6.5333333,22.0166667
cf,aboghi,Aboghi,16,,3.3833333,15.7666667
cf,abou-ndoulaf,Abou-Ndoulaf,01,,8.5166667,20.5
cf,abrou,Abrou,08,,5.6333333,23.1666667
cf,abrounda,Abrounda,02,,4.5333333,21.3833333
cf,adoumbanziri,Adoumbanziri,06,,5.9833333,19.15
cf,agbosi,Agbosi,05,,5.35,27.2
cf,aguene,AguÈnÈ,13,,5.2166667,16.7333333
cf,aingounda,AÔngounda,12,,6.65,18.1333333
cf,akiba,Akiba,17,,4.3188889,18.5411111
cf,ali ouidja,Ali Ouidja,14,,10.2333333,22.8333333
cf,amada-gaza,Amada-Gaza,04,,4.75,15.1666667
cf,ancien bodanga,Ancien Bodanga,07,,4.9666667,17.45
cf,ancien zemongo,Ancien Zemongo,00,,7.1166667,24.95
cf,bada,Bada,15,,6.6666667,18.3666667
cf,bangui,Bangui,18,684190,4.3666667,18.5833333
cg,aba,Aba,03,,-0.5813889,15.9902778
cg,aba,Aba,08,,-1.2436111,15.2622222
cg,abala,Abala,11,,-3.36,15.4758333
cg,abam,Abam,10,,2.1430556,13.5405556
cg,abvounougou,Abvounougou,05,,-2.5813889,13.5919444
cg,ancien bera njoko,Ancien Bera Njoko,06,,3.3166667,16.9666667
cg,ancien chimpeze,Ancien ChimpÈzÈ,04,,-4.5166667,12.6
cg,ancien diangala,Ancien Diangala,07,,-4.2833333,12.6333333
cg,aubeville,Aubeville,01,,-4.265,13.5452778
cg,brazzaville,Brazzaville,12,1115773,-4.2591667,15.2847222
cg,eouo,Eouo,14,,-0.8725,14.8205556
cg,fort pousset,Fort Pousset,13,,-0.4869444,15.9080556
ch,aadorf,Aadorf,19,7100,47.492721,8.898326
ch,aarau,Aarau,01,15007,47.389616,8.052354
ch,aarberg,Aarberg,05,,47.043835,7.27357
ch,aathal,Aathal,25,,47.335081,8.770014
ch,ablandschen,Ablandschen,06,,46.57296,7.289358
ch,abtwil,Abtwil,15,,47.423126,9.320997
ch,ackersand,Ackersand,22,,46.240211,7.874226
ch,acla,Acla,21,,46.635935,8.845674
ch,aclas dafora,Aclas Dafora,09,,46.694877,9.639743
ch,acquacalda,Acquacalda,20,,46.537328,8.83265
ch,adligenswil,Adligenswil,11,,47.065212,8.361242
ch,aecherli,Aecherli,14,,46.833333,8.183333
ch,aedermannsdorf,Aedermannsdorf,18,,47.304966,7.609438
ch,aesch,Aesch,04,10396,47.469456,7.595763
ch,aescher,Aescher,10,,47.283279,9.41425
ch,ageri,Ageri,24,,47.136445,8.585305
ch,agiez,Agiez,23,,46.72067,6.508084
ch,allaman,Allaman,07,,46.470796,6.395529
ch,alle,Alle,26,,47.426175,7.129112
ch,alptal,Alptal,17,,47.069698,8.714575
ch,alten,Alten,16,,47.598501,8.647005
ch,amden,Amden,08,,47.148879,9.142332
ch,andwil,Andwil,02,,47.438553,9.276365
ch,auvernier,Auvernier,12,,46.977212,6.87636
ch,beckenried,Beckenried,13,,46.964763,8.473935
ch,brucke,Brucke,00,,49.866667,9.883333
ch,bubendorf,Bubendorf,03,,47.44586,7.737586
ci,aale,AalÈ,83,,7.365278,-5.734444
ci,abadji doume,Abadji DoumÈ,82,,5.309618,-4.146694
ci,abadou,Abadou,74,,5.676529,-4.046092
ci,abakro,Abakro,81,,6.690938,-5.249257
ci,abakro,Abakro,89,,5.414251,-3.229759
ci,abatoulilie,AbatouliliÈ,88,,5.995329,-5.606154
ci,abayansi,Abayansi,90,,7.590524,-5.568443
ci,abe,AbÈ,85,,7.342264,-3.574354
ci,abeanou,AbÈanou,86,,6.973265,-4.232803
ci,abengourou,Abengourou,92,,7.283333,-2.983333
ci,abodioupa,Abodioupa,79,,6.0444,-5.796223
ci,aboka,Aboka,80,,6.538668,-6.815891
ci,adebem,AdÈbem,76,,5.473494,-5.836666
ci,akende,AkendÈ,91,,7.850503,-5.677871
ci,alamandiougoukaha,Alamandiougoukaha,87,,9.450599,-5.131771
ci,baadala,Baadala,75,,8.104025,-7.266539
ci,baaple,BaaplÈ,84,,6.579679,-7.409696
ci,babli,Babli,78,,7.025529,-7.873388
ci,badiouhala,Badiouhala,77,,9.505356,-7.971912
ck,amuri,Amuri,00,285,-18.8538889,-159.7963889
cl,abanico,Abanico,06,,-37.333333,-71.516667
cl,abarca,Abarca,11,,-35.25,-71.85
cl,abtao,Abtao,14,,-41.397726,-72.917405
cl,achacala,Achacala,16,,-18.016667,-69.216667
cl,achupallas,Achupallas,01,,-33,-71.516667
cl,agua amarga,Agua Amarga,05,,-28.833333,-70.733333
cl,agua amarilla,Agua Amarilla,07,,-30.833333,-70.7
cl,agua blanca,Agua Blanca,08,,-34.65,-70.85
cl,aguada,Aguada,15,,-19.75,-69.916667
cl,aguada de cachinal,Aguada de Cachinal,03,,-25.133333,-69.566667
cl,aillipen,Aillipen,04,,-38.933333,-73.216667
cl,aisen,Aisen,02,,-45.4,-72.7
cl,alfalfal,Alfalfal,12,,-33.5,-70.183333
cl,amarga,Amarga,10,,-51,-72.8
cl,angachilla,Angachilla,17,,-39.866667,-73.216667
cl,charipujo,Charipujo,13,,-17.923056,-69.883889
cm,aba,Aba,04,,5.6,14.05
cm,aba,Aba,10,,6.4166667,12.7333333
cm,ababa,Ababa,11,,4.1333333,12.4333333
cm,ababita,Ababita,14,,2.9833333,11.65
cm,abafu,Abafu,07,,6.9333333,10.55
cm,abagoure,AbagourÈ,12,,12.1,14.7
cm,abakpa,Abakpa,09,,5.3833333,8.9333333
cm,abe,AbÈ,05,,3.65,9.8166667
cm,adi,Adi,13,,9.2833333,14.0166667
cm,agwofon,Agwofon,08,,5.7333333,9.95
cn,103 chang qingniandian,103 Chang Qingniandian,08,,44.907285,127.824479
cn,aba,Aba,14,,29,97.9
cn,aba,Aba,32,,32.902191,101.706655
cn,ababa,Ababa,30,,23.132088,114.712226
cn,abad,Abad,13,,40.584444,80.404167
cn,abaga peitzufu,Abaga Peitzufu,20,,43.966667,116.033333
cn,abaocun,Abaocun,29,,24.985392,103.276378
cn,abutang,Abutang,11,,26.416667,112.089167
cn,abutiao,Abutiao,21,,36.754105,106.203638
cn,acha,Acha,18,,26.391667,105.358333
cn,acheng,Acheng,25,,36.155833,116.029722
cn,achin,Achin,19,,42.058889,121.745
cn,achuang,Achuang,26,,35.174444,109.313056
cn,adai,Adai,15,,34.873904,102.916664
cn,adan,Adan,06,,35.471928,102.271164
cn,agushan,Agushan,02,,29.383363,120.735914
cn,ahu,Ahu,04,,34.433333,118.616667
cn,aibei,Aibei,07,,24.653773,117.032458
cn,aicheng,Aicheng,03,,29.088162,115.761683
cn,aidong,Aidong,16,,24.566667,107.416667
cn,aiguo,Aiguo,05,,41.52535,125.596209
cn,aiguo,Aiguo,23,,31.046673,120.993919
cn,aihaoping,Aihaoping,12,,29.7663,109.049576
cn,aihe,Aihe,10,,39.362778,114.573056
cn,aihuangling,Aihuangling,09,,33.512253,113.091053
cn,aijiayao,Aijiayao,24,,39.794628,112.267185
cn,aikou,Aikou,01,,30.308333,116.05
cn,ailing,Ailing,31,,18.531351,109.924892
cn,ailinzhuang,Ailinzhuang,28,,39.4,117.4
cn,anchen,Anchen,33,,29.516667,107.216667
cn,anchiachuang,Anchiachuang,22,,39.989167,115.949722
co,20 de julio,20 de Julio,34,,4.576244,-74.089281
co,20 de junio,20 de Junio,21,,8.040556,-72.6225
co,4 esquinas,4 Esquinas,20,,1.114268,-77.433143
co,abarca,Abarca,38,,10.766667,-74.166667
co,abejero,Abejero,24,,5.157098,-75.906734
co,abejorral,Abejorral,02,7360,5.789281,-75.427252
co,abisinia,Abisinia,01,,-1.383333,-72.2
co,abra,Abra,17,,11.30987,-72.899242
co,abrahan asprilla,Abrah·n Asprilla,11,,5,-77.166667
co,abrego,Abrego,09,,2.366667,-76.716667
co,abrego numero dos,Abrego N˙mero Dos,29,,4.224671,-75.951616
co,abuyama,Abuyama,03,,6.876111,-70.585833
co,acacias,AcacÌas,19,40628,3.986946,-73.757971
co,acapulco,Acapulco,08,,1.606259,-75.639021
co,acapulco,Acapulco,32,,5.062206,-72.27071
co,acapulco,Acapulco,37,,5.39739,-74.862092
co,acaricuara,Acaricuar·,30,430,.7,-70.233333
co,aceituno,Aceituno,28,,3.9175,-75.18
co,acevedo,Acevedo,16,4451,1.836055,-75.854985
co,achi,AchÌ,35,8434,8.568178,-74.554052
co,achiote,Achiote,33,,5.50523,-74.354871
co,achotal,Achotal,04,,10.7,-74.85
co,acosta,Acosta,12,,8.561133,-75.545597
co,acuna,AcuÒa,26,,6.666667,-74.266667
co,adan,Ad·n,10,,10.183333,-73.9
co,admirable,Admirable,27,,9.434436,-75.003493
co,agua blanca,Agua Blanca,22,,-.037858,-75.199708
co,aguablanca,Aguablanca,36,,4.976667,-73.256667
co,aguabonita,Aguabonita,14,,2.579625,-72.588927
co,aguadulce,Aguadulce,25,,13.35,-81.383333
co,aguas claras,Aguas Claras,31,,5.515152,-70.35138
co,albania,Albania,23,,4.47239,-75.700891
co,almidon,AlmidÛn,15,,3.825128,-67.956097
cr,27 de abril,27 de Abril,03,,10.24532,-85.709456
cr,3 millas,3 Millas,06,,10.157475,-83.510274
cr,abangares,Abangares,07,,10.157902,-85.039413
cr,abundancia,Abundancia,01,,10.335141,-84.454544
cr,aeropuerto,Aeropuerto,04,,10.567367,-84.002728
cr,agua blanca,Agua Blanca,08,,9.81021,-84.181443
cr,aguas,Aguas,02,,9.9,-83.833333
cu,2 da palma,2 da Palma,08,,22.2166667,-80.2666667
cu,abajo,Abajo,11,,22.9666667,-82.65
cu,abajo,Abajo,15,,20.1616667,-75.49
cu,abelardo,Abelardo,05,,21.4333333,-77.0166667
cu,abel santa maria,Abel Santa MarÌa,02,,23.0169444,-82.4013889
cu,abel santamaria,Abel SantamarÌa,16,,22.6,-79.85
cu,abra de caiguanab,Abra de Caiguanab,01,,22.6666667,-83.4833333
cu,abreu,Abreu,03,,22.5333333,-80.9833333
cu,achotal,Achotal,10,,20.3833333,-75.3333333
cu,acosta,Acosta,13,,20.95,-77.1333333
cu,adela,Adela,07,,21.785,-78.2766667
cu,adelita,Adelita,14,,21.9913889,-78.9786111
cu,aflige,Aflige,12,,20.6333333,-75.2333333
cu,aguila,¡guila,09,,20.0833333,-77.25
cu,cajigas,Cajigas,04,,21.6833333,-82.6666667
cv,achada baleia,Achada Baleia,17,,15.05,-23.4833333
cv,agua das fortes,¡gua das Fortes,00,,16.9666667,-25.2166667
cx,drumsite,Drumsite,00,,-10.4333333,105.6833333
cy,abesa,Abesa,05,,34.7916667,32.9791667
cy,abohor,Abohor,04,,35.2291667,33.5166667
cy,acheleia,Acheleia,06,,34.7416667,32.4875
cy,acheritou,Acheritou,01,,35.1,33.8625
cy,aga±lbasa±,Agƒ±lbasƒ±,03,,34.9791667,33.6208333
cy,aga±rdag,Agƒ±rdag,02,,35.2875,33.2666667
cz,abaschin,Abaschin,81,,49.976012,12.747483
cz,abtsdorf,Abtsdorf,86,,49.823053,16.506069
cz,adamov,Adamov,78,4951,49.301409,16.655487
cz,adamov,Adamov,79,,49.000829,14.540752
cz,adamov,Adamov,84,,50.196145,17.023172
cz,adamov,Adamov,85,,50.132571,17.442671
cz,adamov,Adamov,88,,49.857758,15.409015
cz,adersbach,Adersbach,82,,50.623073,16.095756
cz,adolfov,Adolfov,89,,50.735427,13.903789
cz,alberitz,Alberitz,87,,50.116541,13.38485
cz,albertice,Albertice,83,,50.857945,15.033725
cz,albrechtice,Albrechtice,80,,49.520593,16.184998
cz,allenkowitz,Allenkowitz,90,,49.171534,17.473639
cz,cheshskaya praga,Cheshskaya Praga,52,,50.083333,14.466667
cz,dolanky,Dolanky,00,,40.65,17.316667
cz,visnova,Visnova,33,,50.964793,15.038138
de,aabauerschaft,Aabauerschaft,07,,52.083333,7.383333
de,aach,Aach,01,,47.85,8.85
de,aach,Aach,02,,47.516667,9.966667
de,aach,Aach,08,,49.783333,6.6
de,aaldering,Aaldering,06,,52.483333,7.033333
de,aasbuttel,Aasb¸ttel,10,,54.066667,9.433333
de,abbendorf,Abbendorf,11,,52.9,11.9
de,abbendorf,Abbendorf,14,,52.75,10.916667
de,abend,Abend,13,,51.133333,13.266667
de,abteroda,Abteroda,15,,50.9,10.066667
de,abterode,Abterode,05,,51.2,9.933333
de,abtshagen,Abtshagen,12,,54.183333,13.016667
de,achterdeich,Achterdeich,04,,53.416667,10.233333
de,adlershof,Adlershof,16,,52.45,13.533333
de,alschbach,Alschbach,09,,49.233333,7.233333
de,altstadt,Altstadt,03,,53.066667,8.816667
dj,adi adda,Adi Adda,01,,11.1333333,42.8858333
dj,airolaf,Airolaf,05,,11.7702778,42.6519444
dj,airoli,Airoli,02,,11.0036111,42.1025
dj,alaili dadda`,Alaili Dadda`,04,,12.4216667,42.8955556
dj,amboua,Amboua,03,,11.5694444,43.1366667
dj,`arta,`Arta,08,,11.5222222,42.8419444
dj,dicchil,Dicchil,06,,11.1086111,42.3738889
dk,a,≈,21,,55.216423,9.978741
dk,aabo,Aabo,18,,56.124066,10.041919
dk,aaby,Aaby,19,,57.166667,9.75
dk,aaderup,Aaderup,20,,55.220427,11.73963
dk,aagerup,Aagerup,17,,55.721218,12.330954
dm,anse du me,Anse Du MÈ,02,,15.6,-61.3833333
dm,atkinson,Atkinson,03,2506,15.5166667,-61.2666667
dm,baroui,Baroui,06,,15.4333333,-61.45
dm,bellevue chopin,Bellevue Chopin,04,,15.2666667,-61.35
dm,belvidere,Belvidere,09,,15.2833333,-61.25
dm,bioche,Bioche,11,,15.5,-61.4666667
dm,bornes,Bornes,05,,15.5833333,-61.4166667
dm,cachacrou,Cachacrou,08,,15.2,-61.3833333
dm,cochrane,Cochrane,10,,15.3333333,-61.3666667
dm,la pointe,La Pointe,07,,15.25,-61.3833333
do,abadesa,Abadesa,21,,19.0166667,-69.9333333
do,abajo,Abajo,08,,19.4166667,-70.5
do,abanico,Abanico,06,,19.1833333,-69.9333333
do,abra grande,Abra Grande,20,,19.3166667,-69.5
do,abreu,Abreu,14,,19.6666667,-69.95
do,adamanay,Adamanay,12,,18.1333333,-68.7166667
do,agua,Agua,01,,18.35,-70.5166667
do,agua,Agua,33,,18.3666667,-70.1083333
do,agua blanca,Agua Blanca,28,,18.6666667,-69.0166667
do,agua buena,Agua Buena,32,,18.75,-69.7166667
do,aguacate,Aguacate,05,,18.6,-69.8166667
do,aguacate,Aguacate,11,,18.8166667,-71.6666667
do,aguacate,Aguacate,25,,19.2333333,-70.7
do,agua clara,Agua Clara,26,,19.4833333,-71.4166667
do,agua de la estancia,Agua de La Estancia,17,,18.2333333,-70.3333333
do,agua de la palma,Agua de la Palma,15,,19.75,-71.25
do,agua fria,Agua FrÌa,19,,19.3666667,-70.3833333
do,agua hedionada,Agua Hedionada,18,,19.7666667,-71.0
do,agua hedionda,Agua Hedionda,24,,18.4166667,-69.5
do,agua negra,Agua Negra,16,,18.15,-71.7
do,agua prieta,Agua Prieta,09,,18.6333333,-71.5833333
do,aguas altas,Aguas Altas,30,,19.15,-70.5166667
do,agua santa,Agua Santa,04,,19.5166667,-71.6333333
do,algarrobo,Algarrobo,29,,18.6833333,-69.25
do,algodon,AlgodÛn,03,,18.2833333,-71.1666667
do,almacigo,Almacigo,23,,18.8661111,-71.5958333
do,alto el salado,Alto el Salado,10,,18.75,-68.5833333
do,amina,Amina,27,,19.55,-71.0
do,angelina,Angelina,02,,18.4333333,-71.2333333
do,arroyo bonito,Arroyo Bonito,31,,18.9333333,-70.4833333
dz,3 marabouts,3 Marabouts,36,,35.305,-1.18
dz,aad la macta,Aad La Macta,09,,35.7794444,-0.1291667
dz,aaroun,Aaroun,06,,36.3222222,2.8861111
dz,ababessa,Ababessa,41,,36.2577778,1.6125
dz,abadla,Abadla,38,,31.0166667,-2.7333333
dz,abalessa,Abalessa,53,,22.8883333,4.8422222
dz,abbachene,Abbachene,18,,36.5333333,5.05
dz,abbech,Abbech,14,,36.8666667,4.4
dz,abbo,Abbo,40,,36.8558333,3.8566667
dz,abdallah ben mohammed,Abdallah Ben Mohammed,35,,36.15,2.2
dz,abd allah djemel,Abd Allah Djemel,37,,36.8841667,7.53
dz,abd el beg,Abd el Beg,12,,36.1666667,5.2333333
dz,abd el kader berramda,Abd el Kader Berramda,51,,35.665,0.8030556
dz,abd el kader ouled barhdad,Abd el Kader Ouled Barhdad,26,,35.4683333,0.4952778
dz,abdelmalek ramdam,Abdelmalek Ramdam,07,,36.1044444,0.2786111
dz,abdelmoumen,Abdelmoumen,13,,35.2833333,1.45
dz,aber el ma,Aber el Ma,39,,35.835,5.0683333
dz,aboucha,Aboucha,55,,36.415,1.7188889
dz,aboud ben ayed,Aboud Ben Ayed,00,,28.7166667,0.3333333
dz,aboutville,Aboutville,21,,36.3388889,3.8061111
dz,achachda,Achachda,56,,35.7,1.5666667
dz,achira,Achira,24,,36.65,5.6666667
dz,adaidia,AdaÔdia,10,,35.0347222,0.12
dz,adjahil,Adjahil,46,,24.5305556,9.4783333
dz,adjeroud,Adjeroud,15,,35.05,-2.1833333
dz,adrar,Adrar,34,89441,27.9,-0.2833333
dz,aflou,Aflou,25,,34.1088889,2.1019444
dz,afouzar,Afouzar,04,,36.8,6.0
dz,afra,Afra,47,,34.95,6.8333333
dz,afras,Afras,03,,35.35,6.4166667
dz,agha,Agha,01,,36.7666667,3.05
dz,ahmed abd el kader,Ahmed Abd el Kader,27,,35.9122222,3.6716667
dz,ain arbel,AÔn Arbel,31,,36.9702778,6.5277778
dz,ain babouch,AÔn Babouch,29,,35.9419444,7.1875
dz,ain ben kbellil,AÔn Ben Kbellil,49,,33.2833333,-0.7666667
dz,aine el hadjar,AÔne el Hadjar,30,,35.105,-0.8325
dz,aine kerma,AÔne Kerma,48,,36.4244444,6.4725
dz,'ain el beida,'AÔn el BeÔda,50,,31.9386111,5.395
dz,ain el fritissa,AÔn el Fritissa,22,,35.2261111,2.4516667
dz,'ain el orak,'AÔn el Orak,42,,33.4041667,0.7397222
dz,'ain sidi djemaa,'AÔn Sidi Djemaa,52,,36.1277778,8.0033333
dz,amiche,Amiche,43,,33.3,6.9
dz,amsthas,Amsthas,20,,36.6833333,3.4666667
dz,beni ferah,Beni Ferah,19,,35.1441667,5.8341667
dz,bir salem,Bir Salem,33,,35.4,8.0666667
dz,bouchegout,Bouchegout,23,,36.4722222,7.7333333
dz,dar bou naila,Dar Bou NaÔla,54,,29.3666667,-7.7333333
dz,i-n-guezzam,I-n-Guezz‚m,45,,19.5602778,5.7725
ec,10 de agosto,10 de Agosto,14,,-1.2666667,-80.3833333
ec,28 de mayo,28 de Mayo,20,,-3.6327778,-78.9244444
ec,abanico,Abanico,15,,-2.1166667,-78.1666667
ec,abanin,AbaÒÌn,08,,-3.3333333,-79.5
ec,abdon calderon,AbdÛn CalderÛn,02,,-3.2666667,-79.2666667
ec,abdon calderon,AbdÛn CalderÛn,22,,0.0927778,-76.8988889
ec,acacia,Acacia,10,,-2.2166667,-79.875
ec,achiote,Achiote,13,,-1.2166667,-79.5166667
ec,achiral,Achiral,12,,-4.4,-79.8
ec,achupallas,Achupallas,06,,-2.2666667,-78.7333333
ec,achupallas,Achupallas,19,,-1.1333333,-78.4666667
ec,africa,Africa,09,,1.075,-79.2833333
ec,agato,Agato,18,,-0.0833333,-78.3666667
ec,agualongo,Agualongo,11,,0.2833333,-78.2166667
ec,aguamasa,Aguamasa,07,,-1.0833333,-78.7166667
ec,aguel,Aguel,05,,0.8833333,-78.0833333
ec,ahuana,Ahuana,23,,-1.0666667,-77.5166667
ec,allpacruz,Allpacruz,04,,-2.7,-78.8
ec,amazonas,Amazonas,17,,-1.6333333,-77.9833333
ec,ancayacu,Ancayacu,24,,-0.7,-76.0
ec,asancoto,Asancoto,03,,-1.65,-79.0333333
ec,bahia de la academia,BahÌa de la Academia,01,,-0.75,-90.3166667
ee,aabla,Aabla,01,,59.5641667,25.5355556
ee,aadami,Aadami,18,,58.2502778,26.8808333
ee,aadma,Aadma,02,,58.7983333,22.6638889
ee,aakla,Aakla,13,,58.8208333,24.9163889
ee,aakre,Aakre,19,295,58.1013889,26.1944444
ee,aamse,Aamse,07,,58.9305556,23.7116667
ee,aarna,Aarna,12,,58.0655556,26.9672222
ee,aasa,Aasa,11,,58.6872222,24.5083333
ee,aaspere,Aaspere,08,315,59.4169444,26.1172222
ee,aasuvalja,Aasuv‰lja,04,,58.8944444,25.4177778
ee,abbia,Abbia,20,,58.1252778,25.3497222
ee,abbul,Abbul,14,,58.4297222,22.1463889
ee,adavere,Adavere,05,646,58.7061111,25.8991667
ee,adraku,Adraku,03,,58.9319444,26.8216667
ee,ahijarve,ƒhij‰rve,21,,57.7216667,26.5108333
eg,10 ramadan city,10 Ramadan City,14,,30.3,31.75
eg,1 `ezbet has salib,1 `Ezbet Has Salib,05,,30.9858333,31.0036111
eg,257)izbat ahmad `ali `udah,257)Izbat Ahmad `Ali `Udah,01,,31.2680556,31.4541667
eg,6 october city,6 October City,08,,29.8166667,31.05
eg,aba al waqf,Aba al Waqf,10,,28.5875,30.7675
eg,ab`adiyat ar rawdah,Ab`adiyat ar Rawdah,21,,31.0730556,30.8875
eg,ab`adiyat damanhur,Ab`adiyat Damanhur,03,,31.0391667,30.3608333
eg,abbasa,Abb‚sa,23,,25.9,32.7833333
eg,abbasieh,Abbasieh,11,,30.0666667,31.2833333
eg,`abd el qadir,`Abd el Qadir,06,,31.0380556,29.8269444
eg,abgig,Abgig,04,,29.2863889,30.8127778
eg,abnub,Abnub,17,68756,27.2666667,31.1502778
eg,abshish,Abshish,09,,30.4708333,31.0869444
eg,absug,Abs˚g,18,,28.8530556,30.5875
eg,abu al ghayt,Abu al Ghayt,12,,30.1561111,31.1872222
eg,abu ar rish bahri,Abu ar Rish Bahri,16,,24.2,32.8833333
eg,abu aweigila,Abu Aweigila,27,,30.8333333,34.1166667
eg,abu `aziz,Abu `Aziz,24,,26.6,31.5666667
eg,abu darba,Abu Darba,26,,28.4736111,33.3308333
eg,abu ghusun,Abu Ghusun,02,,24.45,35.2
eg,abu hileifa,Abu Hileifa,07,,30.5352778,31.8261111
eg,abu jaridah,Abu Jaridah,20,,31.3069444,31.7541667
eg,abu shineina,Abu Shineina,22,,30.8166667,29.1666667
eg,al adabiyah,Al Adabiyah,15,,29.8833333,32.4666667
eg,al farafirah,Al Farafirah,13,,27.0666667,27.9666667
eg,al qabuti,Al Qabuti,19,,31.2394444,32.2783333
eh,aaium,Aaium,00,,27.1536111,-13.2033333
er,abacheri,Abacheri,00,,14.1833333,41.5
es,ababuj,Ababuj,52,,40.549084,-.807579
es,abad,Abad,58,,43.583333,-8
es,abadengo de torio,Abadengo de TorÌo,55,,42.713587,-5.514155
es,abadia,AbadÌa,57,,40.259427,-5.97728
es,abadiano,Abadiano,59,,43.150761,-2.609705
es,abadilla,Abadilla,39,,43.314664,-3.854802
es,abaigar,Ab·igar,32,,42.65,-2.183333
es,abajo,Abajo,34,,43.386009,-5.618937
es,abalos,¡balos,27,,42.571538,-2.709564
es,abanades,Ab·nades,54,,40.892612,-2.48526
es,abanilla,Abanilla,31,,38.205375,-1.041525
es,abdera,Abdera,51,,36.747398,-3.015989
es,abdet,Abdet,60,,38.69422,-.257255
es,abella,Abella,56,,42.318809,2.315382
es,abrigos,Abrigos,53,,28.029053,-16.594073
es,ajalvir,Ajalvir,29,,40.532048,-3.478407
es,alaro,AlarÛ,07,,39.703971,2.791389
et,aadi noia,Aadi Noia,45,,13.8,39.833333
et,a. arits,A. Arits,53,,14.658611,38.166111
et,aba abdella,Aba Abdella,51,,8.40487,36.093029
et,aba ali,Aba Ali,46,,11.266667,39.4
et,aba ciotte,Aba Ciotte,47,,9.55,35.833333
et,abala,Abala,54,,6.7,37.883333
et,aba yonis,Aba Yonis,52,,9.540278,42.606111
et,abbacialti,Abbacialti,49,,7.516667,35.033333
et,abdul k'adir,Abdul K'adir,50,,9.255278,42.150278
et,acachi,Acachi,44,,8.866667,38.783333
et,adiga,Adiga,48,,9.555556,41.773056
fi,aaita,Aaita,08,,64.733333,26.3
fi,aakoinen,Aakoinen,15,,60.383333,22.65
fi,aanaar,Aanaar,06,,68.9,27.016667
fi,aatola,Aatola,14,,62,27.2
fi,aby,≈by,13,,60.316667,25.866667
fi,akerlund,≈kerlund,01,,60.084722,20.257222
fi,myllykyla,Myllykyl‰,02,,61.366667,23.3
fj,ahau,Ahau,00,,-12.5,177.05
fj,alava,Alava,03,,-16.4166667,179.2166667
fj,ambatha,Ambatha,05,,-17.6666667,177.5333333
fj,andako,Andako,01,,-19.1833333,179.75
fj,chomah,Chomah,02,,-19.0333333,178.35
fk,anson,Anson,00,,-51.5166667,-58.1166667
fm,adevue,Adevue,04,,9.5444444,138.105
fm,akahk,Akahk,02,,6.8194444,158.3011111
fm,alongot,Alongot,03,,7.35,151.8333333
fm,berado,Berado,01,,5.3294444,162.9444444
fo,aaerne,Aaerne,00,,62.25,-6.5666667
fr,aas,Aas,97,,42.983334,-.4
fr,abacourt,Abacourt,B4,,50.234694,3.212651
fr,abainville,Abainville,B2,,48.530515,5.494462
fr,abancourt,Abancourt,A7,,49.591001,1.623268
fr,abancourt,Abancourt,B6,,49.696074,1.76512
fr,abbans-dessous,Abbans-Dessous,A6,,47.133818,5.874389
fr,abbaretz,Abbaretz,B5,,47.55314,-1.532
fr,abbaye-sous-plancy,Abbaye-Sous-Plancy,A4,,48.569754,3.942844
fr,abbeville,AbbÈville,A3,,48.346834,2.165945
fr,abeilhan,Abeilhan,A9,,43.449251,3.295289
fr,abenoux,Abenoux,B7,,46.330619,.92616
fr,abimes,Abimes,B9,,45.502562,5.988357
fr,ablon,Ablon,99,,49.392139,.295838
fr,ablon,Ablon,A8,,48.727321,2.426863
fr,abon,Abon,A1,,47.037021,3.746193
fr,abouline,Abouline,98,,44.842547,3.679706
fr,abries,AbriËs,B8,,44.793659,6.926777
fr,acciani,Acciani,A5,,42.010953,9.294982
fr,achenheim,Achenheim,C1,,48.580616,7.628515
fr,acigne,AcignÈ,A2,,48.133331,-1.537045
fr,adast,Adast,B3,,42.974293,-.078699
fr,affieux,Affieux,B1,,45.517263,1.766725
ga,abaga,Abaga,01,,0.5666667,9.3666667
ga,abam,Abam,09,,1.1166667,11.7166667
ga,abandou,Abandou,03,,-0.2666667,10.5
ga,abelago,Abelago,08,,-0.9166667,9.45
ga,abena,AbÈna,07,,-1.1,13.1166667
